disease_name,associated_disease
小儿糖原贮积病Ⅶ型,高尿酸血症
股外侧皮神经卡压综合征,股神经干性痛
股外侧皮神经炎,肌肉痉挛
太田痣,血管瘤
小儿糖原贮积病Ⅸ型,蛋白尿
口唇疱疹,脑膜炎
小儿烫伤,败血症
恶性骨肿瘤,贫血
脱发,生长期脱发
小儿特发性肺含铁血黄素沉着症,咯血
咽麻痹,咽肌痉挛
小儿特发性肺纤维化,呼吸衰竭
药物性皮炎,支气管肺炎
小儿弱视,角膜炎
小儿特发性尿钙增多症,肾病
小儿特发性尿钙增多症, 甲状旁腺功能亢进
腋臭,失眠
肾性骨病,骨折
股癣,微小病毒感染
小儿特发性室性心动过速,心源性休克
异位性皮炎,单纯疱疹
骨恶性纤维组织细胞瘤,骨折
眼睑闭合不全,上睑下垂
小儿特发性血小板减少性紫癜,血尿
疣状表皮发育不良,水肿
小儿肾积水,尿路感染
骨神经纤维瘤,脊柱侧凸
骨神经纤维瘤, 先天性胫骨假关节
骨神经纤维瘤, 先天性锁骨假关节
鱼鳞病,共济失调
小儿铁粒幼红细胞性贫血,心肌病
骨嗜酸性肉芽肿,骨折
恶性肿瘤,脊髓压迫症
维生素D中毒,肾功能衰竭
骨髓病性贫血,慢性疾病的贫血
小儿同型胱氨酸尿症,青光眼
性高潮障碍,盆腔炎
骨血管肉瘤,骨折
颞下颌关节病,耳鸣
小儿铜缺乏症综合征,贫血
分裂情感性精神病,精神分裂症
骨血管外皮细胞瘤,骨折
小儿湿疹,单纯疱疹病毒感染症
甲状腺功能亢进伴发的精神障碍,失眠
初潮痛经,哮喘
物理性皮肤病,皮肤癌
鼓膜穿孔,中耳炎
旅途精神病,精神病
小儿透析失衡综合征,小儿惊厥
神经性贪食症,酸中毒
小儿脱屑性肺炎,慢性肺源性心脏病
冠状动脉瘤,急性心肌梗死
眼眶脑膜瘤,脑梗死
小儿外部性脑积水,面肌抽搐
妄想症,精神分裂症
小儿大肠杆菌肠炎,腹泻
冠状动脉异常起源于肺动脉,猝死
性兴奋障碍,不孕不育
小儿外源性变应性肺泡炎,血清病
性冷淡,不孕不育
小儿完全性肺静脉异位连接,多重肺部感染
小儿晚发性维生素K缺乏病,颅内出血
妊娠合并获得性免疫缺陷综合征,淋巴瘤
冠状动脉异常起源主动脉,猝死
谵妄综合征,意识障碍
伪聋,突发性耳聋
小儿韦格纳肉芽肿,偏瘫
中暑,意识障碍
中暑, 昏迷
中暑, 脑水肿
中暑, 呼吸衰竭
中暑, 休克
中暑, 急性肾功能衰竭
中暑, 心力衰竭
中暑, 头痛
小儿维生素A缺乏病,脑积水
小儿维生素C缺乏病,骨折
手汗症,多汗症
甲型H1N1流感,呼吸衰竭
光气中毒,肺水肿
小儿维生素D缺乏性佝偻病,贫血
头皮撕脱伤,贫血
鼻/鼻型T/NK细胞淋巴瘤,肿胀
腰椎滑脱,尿路感染
大咯血,肺不张
光线性弹力纤维病,物理性皮肤病
膝关节滑膜皱襞综合征,关节炎
小儿维生素D缺乏性手足搐搦症,脑水肿
单纯性肺嗜酸性粒细胞浸润症,慢性嗜酸性粒细胞性肺炎
小儿维生素E缺乏病,视网膜病变
感染性腹主动脉瘤,感染性心内膜炎
广泛性焦虑障碍,抑郁症
小儿维斯科特-奥尔德里奇综合征,肾功能不全
未分化脊柱关节病,关节炎
小儿胃肠道异物及异物性肠梗阻,腹绞痛综合征
儿童腺样体肥大,头痛
广州管圆线虫病,脑积水
弯曲菌肠炎,胆囊炎
小儿胃结块症,腹膜炎
盆腔肿瘤,腹水
龟分枝杆菌感染,肺炎
小儿无甲状腺性克汀病,肾上腺危象
膝关节损伤,关节痛
新生儿中毒性红斑,粟丘疹
小儿无菌性脑膜炎综合征,小儿惊厥
小儿多发性内分泌腺瘤Ⅱ型,高钙血症
小儿无脾综合征,小儿营养不良
龟头炎,包茎
皮肤肿瘤,基底细胞癌
小儿肥胖通气不良综合征,心律失常
小儿肥胖通气不良综合征, 脂肪肝
小儿肥胖通气不良综合征, 闭经
小儿肥胖通气不良综合征, 睡眠呼吸暂停综合征
小儿肥胖通气不良综合征, 猝死
小儿肥胖通气不良综合征, 肺栓塞
视网膜震荡,视网膜脱离
小儿戊型病毒性肝炎,腹膜炎
心源性休克,弥散性血管内凝血
心源性休克, 急性肾功能衰竭
心源性休克, 心律失常
心源性休克, 应激性溃疡
腘动脉瘤,动脉栓塞
脊柱关节炎,脊柱关节炎
小儿系统性红斑狼疮,毛囊炎
氨基酸代谢病,共济失调
腘动脉破裂,膝关节脱位
夜惊,失眠抑郁
B链球菌群感染,败血症
过度通气综合征,呼吸性碱中毒
小儿斜视,弱视
小儿细胞外胆固醇沉着综合征,小儿脾大
巴斯德菌肺炎,败血症
席汉氏综合症,恶心和呕吐
半月板损伤,水肿
过敏性血管炎和肉芽肿病,充血性心力衰竭
妊娠合并尖锐湿疣,细菌性阴道炎
过敏性阴道炎,阴道毛滴虫病
扁平苔藓,红皮病
小儿细菌感染性口炎,口腔溃疡
过敏性支气管肺曲霉病,肺囊性纤维化
系膜毛细血管性肾小球肾炎,肾功能衰竭
小儿细菌性痢疾,佝偻病
胃出血,休克
便血,痔疮
小儿下腔静脉阻塞综合征,下肢静脉曲张
Hughes-Stovin综合征,大咯血
肠病原性大肠埃希杆菌感染,肺炎
癔症性失声,肌张力异常
非火器性颅脑开放伤,躯体感觉障碍
小儿下丘脑错构瘤,性早熟
肠气囊肿,肠套叠
噪声性聋,突发性耳聋
小儿先天性白细胞颗粒异常综合征,溶血性贫血
肠侵袭性大肠埃希杆菌感染,贫血
海胆刺伤及海胆肉芽肿,瘫痪
妊娠合并巨细胞病毒感染,智力低下
系膜增生性肾小球肾炎,肾功能衰竭
小儿先天性胆总管囊肿,胰腺炎
肠系膜上动脉综合征,恶心和呕吐
海洛因肾脏病,淀粉样变性
小儿先天性肺囊肿,血气胸
咽结合膜热,咽旁脓肿
肠系膜上动脉血栓形成,休克
海绵状血管瘤血小板减少综合征,鼻出血
小儿先天性肝囊肿,胆管炎
视网膜裂孔,视网膜脱落
海鱼分枝杆菌感染,脓毒症
小儿先天性高氨血症,昏迷
大网膜粘连综合征,恶心和呕吐
足部骨折,骨筋膜室综合症
寒冷性脂膜炎,休克
小儿先天性睾丸发育不全,男性不育症
第一掌骨基部骨折,关节脱位
妊娠合并淋病,输卵管炎
汉德-许勒尔-克思斯琴病,溃疡病出血
多发性一过性白点综合征,视网膜下新生血管膜
小儿热带嗜酸性粒细胞增多症,肝大
小儿先天性光敏感性卟啉症,疱疹
增殖型天疱疮,败血症
汉坦病毒肺综合征,低血压
汉坦病毒肺综合征, 休克
汉坦病毒肺综合征, 心力衰竭
汉坦病毒肺综合征, 窦性心动过缓
汉坦病毒肺综合征, 窦性心动过速
汉坦病毒肺综合征, 心律失常
汉坦病毒肺综合征, 水肿
常现丝虫病,心力衰竭
小儿先天性红细胞生成异常性贫血,血色病
膀胱鳞状细胞癌,尿潴留
小儿先天性肌强直综合征,强直性肌营养不良症
汗孔周围炎及多发性汗腺脓肿,败血症
小儿先天性甲状腺功能减低症,胸腔积液
阻生齿,牙列拥挤
汗疱症,脱屑性红皮病
丛状血管瘤,腹水
小儿先天性面肌双瘫综合征,暴露性角膜炎
小儿先天性肾病综合征,慢性肾功能不全
合并马蹄肾的腹主动脉瘤,肾结石
多发性硬化伴发的葡萄膜炎,黄斑囊样水肿
小儿先天性肾上腺皮质增生症,闭经
妊娠合并梅毒,早产
合成树脂皮炎,疱疹样皮炎
多发内生软骨瘤病,肿胀
小儿阵发性心动过速,心绞痛
合成树脂与塑料所致的皮肤病,恶心和呕吐
大肠埃希杆菌肺炎,胸腔积液
阴道脱垂,膀胱炎
细菌性皮肤病,恶心和呕吐
小儿先天性肾盂输尿管连接部梗阻,高血压
单纯性乳腺增生症,乳房肿块
小儿先天性外胚层发育不良综合征,中暑
小儿先天性外胚层发育不良综合征, 智力低下
小儿先天性外胚层发育不良综合征, 共济失调
小儿先天性外胚层发育不良综合征, 吞咽困难
妊娠合并沙眼衣原体感染,新生儿肺炎
小儿先天性斜颈,血管炎
低血糖综合征,糖尿病
下肢淋巴水肿,恶心和呕吐
盖氏骨折,肿胀
小儿先天性直肠肛门畸形,肠梗阻
小儿先天性直肠肛门畸形, 脱水
小儿先天性直肠肛门畸形, 外阴炎
小儿先天性直肠肛门畸形, 尿路感染
小儿先天性直肠肛门畸形, 先天性肛门直肠畸形
小儿先天性直肠肛门畸形, 肾积水
小儿先天性直肠肛门畸形, 便秘
视神经撕脱,视网膜脱落
黑棘皮瘤,色素痣
慢性淋巴细胞白血病,白血病
小儿先天性侏儒痴呆综合征,肠梗阻
褶烂,湿疹
黑色丘疹性皮肤病,丘疹性荨麻疹
白细胞葡萄糖-6-磷酸脱氢酶缺乏症,尿路真菌感染
中毒性细菌性痢疾,弥漫性血管内凝血
中毒性细菌性痢疾, 急性呼吸窘迫综合征
中毒性细菌性痢疾, 急性心功能不全
小儿先天性主动脉瓣狭窄,肺水肿
小儿先天性主动脉瓣狭窄, 动脉导管未闭
小儿先天性主动脉瓣狭窄, 主动脉瓣关闭不全
黑癣,灰指甲
白塞病伴发的精神障碍,结节性红斑
声带小结,声带息肉
声带小结, 先天性声带发育不良
亨廷顿病,癫痫
亨廷顿病, 遗传性共济失调
亨廷顿病, 偏头痛
亨廷顿病, 进行性肌营养不良症
亨廷顿病, 神经纤维瘤病
亨廷顿病, 畸形性骨炎
亨廷顿病, 肌萎缩侧索硬化症
迟发性皮肤卟啉病,糖尿病
妊娠合并生殖道沙眼衣原体感染,新生儿肺炎
小儿纤维性骨营养不良综合征,视神经疾病
淀粉样变病的胃肠道表现,肠梗阻
横位难产,胎膜早破
小儿限制型心肌病,腹水
小儿限制型心肌病, 心包积液
小儿限制型心肌病, 心律失常
高尿酸血症肾病,肾结石
高尿酸血症肾病, 高血压
高尿酸血症肾病, 动脉硬化
高尿酸血症肾病, 糖尿病
高尿酸血症肾病, 肾功能衰竭
高尿酸血症肾病, 肾囊肿
红细胞生成性原卟啉病,胆石症
食物过敏性哮喘,过敏性休克
隐匿型冠状动脉粥样硬化性心脏病,心律失常
隐匿型冠状动脉粥样硬化性心脏病, 心力衰竭
隐匿型冠状动脉粥样硬化性心脏病, 心源性休克
隐匿型冠状动脉粥样硬化性心脏病, 缺血性心肌病
隐匿型冠状动脉粥样硬化性心脏病, 二尖瓣脱垂综合征
红细胞增多症视网膜病变,颅内肿瘤
薄肾小球基底膜病,高血压
小儿中耳炎,脓肿
小儿中耳炎, 粘连性中耳炎
红细胞增多症眼底,颅内肿瘤
小儿腺病毒性肺炎,腹痛
小儿腺病毒性肺炎, 弥漫性血管内凝血
小儿腺病毒性肺炎, 慢性肺炎
小儿腺病毒性肺炎, 肺不张
小儿腺病毒性肺炎, 支气管扩张
小儿腺病毒性肺炎, 水肿
皮脂腺异位症,皮脂腺腺瘤
创伤性心源性溶血性贫血,黄疸
子宫肉瘤,腹水
短膜壳绦虫病,阑尾炎
红癣,葡萄球菌感染
红癣, 衣原体感染症
红癣, 厌氧菌感染
小儿腺苷脱氨酶缺乏,神经性耳聋
胆石性肠梗阻,肠扭转
妊娠合并生殖器疱疹,黄疸
虹膜角膜内皮综合征,大泡性角膜病变
小儿消化道出血,休克
小儿消化道出血, 小儿低氯性氮质血症综合征
视神经疾病,视神经萎缩
穿透性角膜移植术所致青光眼,恶性青光眼
虹膜新生血管,新生血管性青光眼
小儿心搏呼吸骤停与心肺复苏术,小儿惊厥
腹股沟直疝,肠梗阻
真菌性甲沟炎,脓肿
小儿心房颤动,心源性休克
髌腱断裂,关节炎
髌骨不稳定,髌骨脱位
喉返神经损伤,喉麻痹
鼻红粒病,手足发绀症
后壁穿孔性溃疡,急性腹膜炎
小儿心房扑动,猝死
婴幼儿化脓性淋巴结炎,脓肿
尺桡骨骨干双骨折,挤压综合征
后部多形性角膜营养不良,带状角膜病变
小儿心肌炎,心律失常
小儿心肌炎, 心动过缓
小儿心肌炎, 心房颤动
小儿心肌炎, 心房扑动
小儿心肌炎, 心力衰竭
小儿心肌炎, 心源性休克
妊娠合并心脏病,感染性心内膜炎
后发性白内障,青光眼
小儿心力衰竭,心力衰竭
自身免疫性肝病,肝癌
后十字韧带损伤,骨关节炎
小儿心律失常,脑栓塞
小角膜,青光眼
后天性大疱性表皮松解,脓毒症
葡萄膜病,黄斑囊样水肿
胡桃夹食管,下背部痛
成人T细胞白血病,呼吸衰竭
小儿心面综合征,毛细血管瘤
自身免疫性肝炎,恶心和呕吐
小儿心内膜弹力纤维增生症,脑栓塞
小儿心内膜弹力纤维增生症, 二尖瓣关闭不全
华支睾吸虫病,胆石症
创伤窒息综合征,急性心力衰竭
滑脱性肋骨综合征,肌肉痉挛
妊娠合并支原体感染,肺炎
小儿锌缺乏症,侏儒症
化脓性腱鞘炎,伸指肌腱损伤
自身敏感性皮炎,瘙痒症
小儿新变异型克罗伊茨费尔特-雅各布病,痴呆
化脓性颅骨骨髓炎,脑膜炎
化脓性颅骨骨髓炎, 脑脓肿
化脓性颅骨骨髓炎, 瘫痪
化脓性颅骨骨髓炎, 癫痫
化脓性颅骨骨髓炎, 脑积水
化脓性颅骨骨髓炎, 脑积水
化脓性颅骨骨髓炎, 颅骨缺损
小儿星形细胞瘤,脑积水
化脓性门静脉炎,腹膜炎
心动过缓,心绞痛
对苯二胺皮炎,接触性皮炎
小儿雄激素不敏感综合征,男假两性畸形
化脓性脑膜炎,脑脓肿
化脓性脑膜炎, 脑梗死
化脓性脑膜炎, 颅内静脉窦血栓形成
化脓性脑膜炎, 化脓性关节炎
化脓性脑膜炎, 弥漫性血管内凝血
化脓性脑膜炎, 癫痫
化脓性脑膜炎, 脑积水
化脓性脑膜炎, 瘫痪
妊娠期合并急性胆囊炎,胰腺炎
点状内层脉络膜病变,视网膜脱离
纵膈肿瘤,吞咽困难
化脓性盆腔血栓静脉炎,脓毒症
单侧肾缺如,肛门闭锁
小儿休克,酸中毒
化脓性眼内炎,视网膜脱离
小儿选择性免疫球蛋白A缺乏症,红斑狼疮
小儿选择性免疫球蛋白A缺乏症, 皮肌炎
小儿选择性免疫球蛋白A缺乏症, 混合结缔组织病
小儿选择性免疫球蛋白A缺乏症, 特发性血小板减少性紫癜
小儿选择性免疫球蛋白A缺乏症, 溃疡性结肠炎
小儿选择性免疫球蛋白A缺乏症, 萎缩性胃炎
小儿选择性免疫球蛋白A缺乏症, 胃溃疡
小儿选择性免疫球蛋白A缺乏症, 肝炎
化脓性指头炎,腱鞘炎
真菌性皮肤病,皮肤癌
小儿选择性免疫球蛋白G亚类缺陷病,腹泻
化妆品皮炎,皮肤瘙痒症
小儿学校恐怖症,嗜睡症
室性心律失常,晕厥
踝关节骨折,踝关节软骨损伤
小儿血管-骨肥大综合征,充血性心力衰竭
心内膜垫缺损,三尖瓣关闭不全
踝关节结核,神经性肌强直
小儿血管角质瘤综合征,失语症
骶尾部畸胎瘤,便秘
心脏损伤,心律失常
踝关节脱位,骨折
小儿血管瘤,听力障碍
脊柱脊髓伤,褥疮
下肢神经损伤,应激性溃疡
坏死性结节病样肉芽肿病,肺炎
坏死性结节病样肉芽肿病, 结肠炎
坏死性结节病样肉芽肿病, 肛瘘
坏死性结节病样肉芽肿病, 鼻炎
坏死性结节病样肉芽肿病, 红斑狼疮
坏死性结节病样肉芽肿病, 幼年型类风湿性关节炎
小儿血管瘤血小板减少综合征,黄疸
泄殖腔外翻,脊柱裂
坏死性筋膜炎,休克
先天性毛细血管扩张性大理石样皮肤,先天性青光眼
营养性贫血,口角炎
小儿血管免疫母细胞淋巴结病,淋巴瘤
先天性高位肩胛,先天性肌性斜颈
环状红斑,肺癌
主动脉口狭窄,心力衰竭
小儿血管网状细胞瘤,共济失调
环状外阴炎,尿道炎
小儿血管性血友病,休克
寰椎骨折,脊髓损伤
先天自愈性朗格汉斯组织细胞增生症,败血症
小儿血清病,哮喘
生殖细胞瘤,应激性溃疡
黄斑囊样水肿,黄斑裂孔
先天性结肠狭窄和闭锁,腹膜炎
小儿血栓性血小板减少性紫癜,急性肾功能衰竭
妊娠纹,瘢痕疙瘩
黄色瘤,冠心病
鼻窦鳞状细胞癌的眼部病变,视神经萎缩
小儿血小板释放功能缺陷性疾患,淋巴瘤
主-肺动脉间隔缺损,心力衰竭
黄色肉芽肿性肾盂肾炎,梗阻性肾病
小儿血小板无力症,血尿
羌虫病,水肿
黄体囊肿,急腹症
小儿血友病,头痛
创伤性膈疝,急性弥漫性腹膜炎
创伤性膈疝, 中毒性休克综合征
日光角化病,鳞状细胞癌
灰泥角化病,细菌感染
小儿牙本质生长不全综合征,龋齿
冻伤,休克
重复肾盂输尿管畸形,尿潴留
回旋状脉络膜视网膜萎缩,白内障
回旋状脉络膜视网膜萎缩, 近视眼
回旋状脉络膜视网膜萎缩, 视网膜色素变性
回旋状脉络膜视网膜萎缩, 无脉络膜症
回旋状脉络膜视网膜萎缩, 眼球震颤
回旋状脉络膜视网膜萎缩, 肌营养不良症
小儿雅克什综合征,维生素D缺乏病
败血症,黄疸
颞下颌间挛缩,滑膜炎
小儿雅司病,骨质疏松
痴呆,尿路感染
失语症,记忆障碍
小儿亚急性骨髓炎,骨肿瘤
单发性毛鞘瘤,败血症
小儿亚急性甲状腺炎,甲亢
蛔虫性急性胰腺炎,慢性胰腺炎
蛔虫性急性胰腺炎, 糖尿病
蛔虫性急性胰腺炎, 胰腺脓肿
蛔虫性急性胰腺炎, 腹痛
蛔虫性急性胰腺炎, 败血症
蛔虫性急性胰腺炎, 消化道出血
蛔虫性急性胰腺炎, 弥漫性血管内凝血
蛔虫性急性胰腺炎, 成人呼吸窘迫综合征
高免疫球蛋白E综合征,肺大疱
高免疫球蛋白E综合征, 脓胸
高免疫球蛋白E综合征, 支气管扩张
高免疫球蛋白E综合征, 带状疱疹
高免疫球蛋白E综合征, 骨质疏松
高免疫球蛋白E综合征, 骨折
小儿亚硝酸盐中毒,昏迷
会阴下降综合征,便秘
汞皮炎,过敏性皮炎
小儿烟酸缺乏病,癫痫
小儿烟酸缺乏病, 精神分裂症
小儿烟酸缺乏病, 谵妄
小儿烟酸缺乏病, 周围神经炎
小儿烟酸缺乏病, 贫血
小儿烟酸缺乏病, 闭经
小儿烟酸缺乏病, 性欲减退
混合型卟啉病,疱疹
小儿烟雾病,癫痫
混合型慢性高原病,肺水肿
小儿淹溺,吸入性肺炎
小儿淹溺, 呼吸衰竭
小儿淹溺, 缺血缺氧性脑病
小儿淹溺, 心律失常
小儿淹溺, 休克
小儿淹溺, 急性肾功能衰竭
小儿严重急性呼吸综合征,呼吸衰竭
混合型肾小管性酸中毒,代谢性酸中毒
混合型肾小管性酸中毒, 低钾血症
混合型肾小管性酸中毒, 维生素D缺乏病
混合型肾小管性酸中毒, 肾结石
混合型肾小管性酸中毒, 尿毒症
混合型肾小管性酸中毒, 神经性耳聋
支原体尿路感染,肾盂肾炎
蛛网膜囊肿,偏瘫
小儿言语和语言障碍,腭裂
乳房肉瘤,乳腺癌
混合性结缔组织病,慢性淋巴细胞性甲状腺炎
小儿炎症性肠病,低钾血症
伴有脂肪瘤样痣的褶皱皮肤,新生儿寒冷损伤综合征
火器性颅脑损伤,骨折
食管狭窄,肺炎
玻璃纤维引起的皮肤病,皮肤瘙痒症
小儿眼-耳-脊椎综合征,脊柱畸形
获得性高脂蛋白血症,急性胰腺炎
