disease_name,cure_method,cure_department,cure_probability
非阵发性交接区性心动过速,"['药物治疗', '支持性治疗']","['内科', '心内科']",50-70%
中毒性休克综合征,"['药物治疗', '支持治疗']",['急诊科'],65%-80%
喉乳头状瘤,['手术治疗'],"['五官科', '耳鼻喉科']",60%
小儿磷酸酶过少症,"['药物治疗', '支持治疗']","['儿科', '儿科综合']",40%
非洲锥虫病,"['药物治疗', '支持性治疗']",['传染科'],75%
过劳死,"['以预防为主，一旦发生立即心肺复苏，药物治疗', '支持治疗']","['内科', '内分泌科']",30%
小儿流感病毒肺炎,"['药物治疗', '支持治疗']","['儿科', '小儿内科']",治愈率95%
肥大细胞白血病,"['药物治疗', '支持性治疗']","['内科', '血液科']",45%
喉烧灼伤,"['药物治疗', '支持治疗']","['五官科', '耳鼻喉科']",70%
病毒性肺炎,"['对症治疗', '抗病毒药物治疗', '支持性治疗']","['内科', '呼吸内科']",96%
肥大性脊椎炎,"['支持性治疗', '康复治疗']","['外科', '骨外科']",75%-85%
疱疹性咽峡炎,"['口腔护理', '抗病毒及对症支持治疗']","['内科', '呼吸内科']",98%
小儿流行性喘憋性肺炎,"['药物治疗', '支持性治疗', '对症治疗']","['儿科', '小儿内科']",80%
肥胖性心肌病,"['药物治疗', '支持性治疗']","['内科', '心内科']",60%，多以控制心衰症状治疗为主
毒虫螫咬伤,"['药物治疗', '支持治疗']",['急诊科'],80%
新生儿肺炎,"['药物治疗', '支持性治疗']","['儿科', '小儿内科']",90%
肺不发育或发育不全,"['康复治疗', '手术治疗', '支持性治疗']","['外科', '心胸外科']",30%
小儿颅面骨畸形综合征,"['手术治疗', '药物治疗', '支持治疗']","['儿科', '儿科综合']",70%
煤气中毒,"['药物治疗', '氧疗', '支持性治疗']",['急诊科'],90%
喉烫伤,"['药物治疗', '支持治疗']","['五官科', '耳鼻喉科']",70%
肺不张,"['手术治疗', '药物治疗', '支持性治疗']","['内科', '呼吸内科']",60%
小儿颅内出血,"['手术治疗', '介入治疗', '药物治疗', '康复治疗']","['儿科', '儿科综合']",80%
肺动静脉瘤,"['药物治疗', '手术治疗', '支持性治疗']","['外科', '心胸外科']",70%
精原细胞瘤,"['手术切除', '药物治疗', '放射治疗', '支持治疗']","['肿瘤科', '肿瘤内科']",70%
肺部粪类圆线虫病,"['药物治疗', '支持性治疗']","['内科', '呼吸内科']",70%
小儿颅内肿瘤,"['药物治疗', '康复治疗']","['肿瘤科', '肿瘤外科']",30%
喉外伤,"['药物治疗', '手术治疗', '支持治疗']","['五官科', '耳鼻喉科']",78%
小儿颅脑损伤,"['药物治疗', '康复治疗']","['儿科', '小儿外科']",58%
胆囊息肉,"['手术治疗', '药物治疗', '支持治疗']","['外科', '肝胆外科']",95%
小儿颅咽管瘤,"['手术治疗', '支持治疗']","['肿瘤科', '肿瘤外科']",40%
肺部钩虫病,"['药物治疗', '支持性治疗']","['内科', '呼吸内科']",75%-85%
小儿卵巢肿瘤,"['手术治疗', '药物治疗', '支持治疗']","['肿瘤科', '肿瘤外科']",80%
脊椎病,"['手术治疗', '药物治疗', '物理治疗']","['外科', '骨外科']",80%
肺部良性肿瘤,"['手术治疗', '药物治疗', '支持性治疗']","['肿瘤科', '肿瘤内科']",76%
放射病,"['对症治疗', '药物治疗', '支持治疗']","['肿瘤科', '肿瘤内科']",治愈率30-40%
肺部少见的恶性肿瘤,"['手术治疗', '康复治疗', '支持性治疗', '中医治疗']","['肿瘤科', '肿瘤内科']",40%
脊髓出血性疾病,"['药物治疗', '支持治疗']","['内科', '神经内科']",30%
小儿轮状病毒性肠炎,['根据病情，给予口服药物，补液纠正脱水剂酸中毒及对症支持等综合治疗'],"['儿科', '小儿内科']",99%
肺淀粉样变性,"['药物治疗', '中医治疗', '支持性治疗']","['内科', '呼吸内科']",75%-85%
非酒精性脂肪肝病,['药物治疗'],['肝病'],60%
进食障碍,"['心理治疗', '药物治疗']","['内科', '神经内科']",75%
小儿脉络丛乳头状瘤,"['药物治疗', '支持治疗']","['五官科', '眼科']",50%
肺动脉高压,"['药物治疗', '支持性治疗']","['内科', '心内科']",85%
壶腹周围癌,"['药物治疗', '支持性治疗']","['肿瘤科', '肿瘤外科']",60%
小儿曼氏迭宫绦虫病和曼氏裂头蚴病,"['药物治疗', '支持性治疗']","['儿科', '儿科综合']",75%
肺弓形体病,"['药物治疗', '支持性治疗', '中医治疗']","['内科', '呼吸内科']",80%
喉血管瘤,"['手术治疗', '药物治疗', '冷冻治疗', '激光治疗', '硬化治疗', '康复治疗']","['五官科', '耳鼻喉科']",87%
黄曲霉素中毒,"['药物治疗', '支持治疗']",['急诊科'],50%
小儿慢性充血性脾肿大,"['药物治疗', '支持治疗']","['儿科', '儿科综合']",80%
肺宫崎肺吸虫症,"['药物治疗', '支持性治疗']","['内科', '呼吸内科']",30--50%
脊髓梗死,"['药物治疗', '康复治疗']","['内科', '神经内科']",40%
十二指肠损伤,"['药物治疗', '手术治疗', '康复治疗']","['外科', '普外科']",80%
小儿慢性大疱性疾病,"['药物治疗', '支持治疗']","['皮肤性病科', '皮肤科']",70%
肺蛔虫病,"['药物治疗', '支持性治疗']","['内科', '呼吸内科']",80-90%
十二指肠淤积症,"['药物治疗', '康复治疗']","['外科', '普外科']",80%
喉异物,['支气管镜取出，严重的需要手术治疗。没有手术条件的可以先行气管切开术，以挽救生命'],"['五官科', '耳鼻喉科']",55%
肺棘球蚴病,"['药物治疗', '支持性治疗', '手术治疗']","['外科', '心胸外科']",50%
特发性胃肠道嗜酸性细胞浸润综合征,"['药物治疗', '康复治疗']","['内科', '消化内科']",80%
小儿慢性肺炎,"['药物治疗', '支持治疗']","['儿科', '小儿内科']",99%
酒精性肝炎,"['药物治疗', '支持性治疗']",['肝病'],60%
肺荚膜组织胞浆菌病,"['药物治疗', '支持性治疗']","['内科', '呼吸内科']",60%
小儿慢性骨髓炎,"['手术治疗', '药物治疗', '支持治疗']","['儿科', '儿科综合']",70%
萎缩性胃炎,"['药物治疗', '手术治疗', '支持治疗']","['内科', '消化内科']",60%
泪腺囊样腺癌,"['手术治疗', '药物治疗', '支持治疗']","['肿瘤科', '肿瘤外科']",75%
肺假性淋巴瘤,"['手术治疗', '药物治疗', '支持性治疗']","['肿瘤科', '肿瘤内科']",60%
小儿慢性粒细胞白血病,"['骨髓移植', '药物治疗', '支持治疗']","['儿科', '儿科综合']",骨髓移植治愈率约为75%
肺良性淋巴细胞血管炎和肉芽肿病,"['药物治疗', '支持性治疗']","['内科', '呼吸内科']",60%
挤压综合征,"['药物治疗', '支持性治疗', '康复治疗']",['急诊科'],90%
小儿慢性良性中性粒细胞减少症,"['药物治疗', '支持治疗']","['儿科', '儿科综合']",80%
酒精性肝硬化,"['戒酒，', '支持治疗，', '对症治疗']",['肝病'],
肺螨病,"['药物治疗', '支持性治疗']","['内科', '呼吸内科']",55%
尿毒症,"['药物治疗', '康复治疗']","['内科', '肾内科']",10%(治疗后80%可以好转)
肺毛霉病,"['药物治疗', '支持性治疗']","['内科', '呼吸内科']",70%
喉肿瘤,"['手术治疗', '放射治疗', '药物治疗', '支持治疗']","['五官科', '耳鼻喉科']",80%
肺囊性纤维化,"['药物治疗', '支持性治疗']","['内科', '呼吸内科']",75%
小儿慢性淋巴细胞性甲状腺炎,"['药物治疗', '支持治疗']","['儿科', '儿科综合']",75%
肾结石,"['手术治疗', '支持性治疗']","['外科', '泌尿外科']",70%
脊髓缺血性疾病,"['药物治疗', '康复治疗', '支持治疗']","['内科', '神经内科']",40%
小儿慢性肉芽肿病,"['药物治疗', '支持治疗']","['儿科', '儿科综合']",70%
肺诺卡菌病,"['药物治疗', '支持性治疗']","['内科', '呼吸内科']",85%
肾移植,"['药物治疗', '康复治疗']","['外科', '泌尿外科']",20-30%
泪腺肿瘤,"['手术治疗', '药物治疗', '支持治疗']","['肿瘤科', '肿瘤外科']",60%
肺泡通气低下综合征,"['药物治疗', '支持性治疗']","['内科', '呼吸内科']",85%
小儿慢性胃炎,"['药物治疗', '支持性治疗']","['儿科', '小儿内科']",80%
酒精中毒性精神障碍,"['心理治疗', '药物治疗']","['内科', '神经内科']",90%
肺泡微结石症,"['药物治疗', '支持性治疗']","['内科', '呼吸内科']",本病尚无满意治疗方式，重在保护
小儿慢性胰腺炎,"['药物治疗', '支持治疗']","['儿科', '儿科综合']",85%
巨脑回畸形,['保守治疗为主，配合康复治疗'],"['内科', '神经内科']",10%
肺球孢子菌病,"['药物治疗', '支持性治疗', '手术治疗']","['内科', '呼吸内科']",70%
小儿慢性硬膜下血肿,"['药物治疗', '支持治疗']","['儿科', '儿科综合']",70-80%
脊髓损伤,"['手术治疗', '支持治疗', '康复治疗', '心理治疗']","['内科', '神经内科']",60%，具体根据脊髓是否损伤来定
小儿慢性支气管炎,"['药物治疗', '支持治疗']","['儿科', '小儿内科']",96%
肺嗜酸细胞组织细胞增生症,"['药物治疗', '支持性治疗']","['内科', '呼吸内科']",30%
脊髓小脑性共济失调,"['手术治疗', '药物治疗', '康复治疗']","['内科', '神经内科']",45%
先天性肾上腺皮质增生症,"['药物治疗', '支持治疗']","['内科', '遗传病科']",65%（早期予以适当治疗，预后尚好）
小儿猫叫综合征,"['对症治疗', '心理治疗', '支持性治疗']","['儿科', '儿科综合']",
肺嗜酸性粒细胞浸润症,"['药物治疗', '支持性治疗']","['内科', '血液科']",40%
癫痫,"['药物治疗、手术治疗和', '心理、康复治疗等']","['内科', '神经内科']",50%（大多数患者经过有效治疗可以控制发病）
巨乳症,['手术治疗'],"['外科', '普外科']",95%
小儿毛细支气管炎,"['药物治疗', '支持治疗']","['儿科', '小儿内科']",95%以上
多发梗塞性痴呆,"['药物治疗', '支持性治疗']","['内科', '神经内科']",50%
淋巴结核,"['手术治疗', '药物治疗', '中医治疗']",['传染科'],60%
小儿梅克尔憩室,"['药物治疗', '支持性治疗', '手术治疗']","['儿科', '小儿外科']",80%
红斑性肢痛症,"['药物治疗', '支持性治疗']","['内科', '神经内科']",95%
肺鼠疫,"['药物治疗', '支持性治疗', '对症治疗']",['传染科'],40%
小儿霉甘蔗中毒,"['药物治疗', '支持性治疗']","['儿科', '儿科综合']",80%
进行性延髓麻痹,"['药物治疗', '支持性治疗']","['内科', '神经内科']",无法根治，多以对症治疗为主
肺炭疽,"['药物治疗', '支持性治疗']",['传染科'],65%
小儿迷路水肿-耳性眩晕综合征,"['药物治疗', '手术治疗', '支持性治疗']","['儿科', '小儿内科']",75%
小儿面部红斑侏儒综合征,"['药物治疗', '支持性治疗']","['儿科', '儿科综合']",50%
呼吸道感染,"['药物治疗', '支持性治疗']","['内科', '呼吸内科']",95%
肺血管炎,"['药物治疗', '支持性治疗', '康复治疗', '手术治疗']","['内科', '心内科']",70%
脊柱骨折,"['手术治疗', '康复治疗']","['外科', '骨外科']",65%
肺血吸虫病,"['药物治疗', '支持性治疗']","['内科', '呼吸内科']",60-80%
三叉神经痛,"['药物治疗,', '外科手术(微血管减压),射频,伽玛刀']","['内科', '神经内科']",95%
小儿面部偏侧肥大综合征,"['手术治疗', '对症治疗', '支持性治疗']","['儿科', '儿科综合']",65%
双行睫,"['药物治疗', '支持治疗']","['五官科', '眼科']",75%
多毛症,"['药物治疗', '支持性治疗']","['皮肤性病科', '皮肤科']",70%
肺芽生菌病,"['药物治疗', '支持性治疗']","['内科', '呼吸内科']",60-85%
小儿面肩肱型肌营养不良,"['药物治疗', '对症治疗', '支持性治疗']","['儿科', '儿科综合']",60%
戈谢病,"['药物治疗', '支持性治疗', '一般治疗']","['内科', '内分泌科']",40%
颅底肿瘤,"['手术治疗', '支持治疗']","['肿瘤科', '肿瘤外科']",65%
巨人症,"['药物治疗', '支持性治疗']","['内科', '内分泌科']",70%
小儿莫拉雷脑膜炎,"['药物治疗', '支持性治疗']","['儿科', '小儿内科']",65%
脊柱结核,"['手术治疗', '支持治疗', '康复治疗']","['外科', '骨外科']",70%
肺炎链球菌败血症,"['对症治疗', '药物治疗', '支持性治疗']","['内科', '呼吸内科']",80%
踝部扭伤,"['物理治疗', '支持治疗']","['外科', '骨外科']",95%
小儿内脏幼虫移行症,"['药物治疗', '支持性治疗']","['儿科', '儿科综合']",60-70%
肺炎链球菌性肺炎,"['药物治疗', '支持性治疗']","['内科', '呼吸内科']",85%
抗生素诱发的肠炎,"['药物治疗', '支持治疗']","['内科', '消化内科']",85%
淋巴瘤,"['药物治疗', '支持性治疗']","['肿瘤科', '肿瘤内科']",10%
肺炎衣原体感染,"['药物治疗', '支持性治疗']","['内科', '呼吸内科']",65%
慢性肾上腺皮质功能减退症,"['药物治疗', '支持治疗']","['内科', '内分泌科']",85%
小儿囊性纤维性变,"['药物治疗', '支持性治疗']","['儿科', '儿科综合']",90%
口腔颌面部间隙感染,"['药物治疗', '手术治疗', '支持治疗']","['五官科', '口腔科']",85%
肺组织细胞增生症,"['依据病变累及部位和范围治疗有不同，以激素或化疗为主要治疗', '对症支持性治疗为辅']","['内科', '呼吸内科']",缓解率可达50-70%
小儿脑白质海绵状变性综合征,['对症治疗'],"['儿科', '儿科综合']",15%
脊柱转移癌,"['手术治疗', '支持性治疗', '康复治疗']","['内科', '神经内科']",外科手术治愈率约为50%
糖原累积病,"['对症治疗', '手术治疗', '药物治疗', '支持治疗，饮食治疗']","['内科', '内分泌科']",0.5%
费尔蒂综合征,"['药物治疗', '对症治疗', '支持性治疗', '康复治疗']","['内科', '风湿免疫科']",45%
性早熟,"['药物治疗', '支持性治疗']","['内科', '内分泌科']",80%
小儿脑挫裂伤,"['药物治疗', '手术治疗', '支持治疗']","['儿科', '小儿外科']",75%
寄生虫病,"['药物治疗', '支持治疗', '手术治疗']","['内科', '消化内科']",40-60%
痱,"['药物治疗', '支持性治疗']","['皮肤性病科', '皮肤科']",95%
胰岛功能性β细胞瘤,"['药物治疗', '康复治疗']","['内科', '内分泌科']",75%
口腔颌面部毛细管型淋巴管瘤,"['手术治疗', '药物治疗', '支持治疗']","['肿瘤科', '肿瘤内科']",60%
小儿脑干胶质瘤,"['放射治疗', '手术治疗', '物理治疗', '支持治疗']","['肿瘤科', '肿瘤外科']",20%
黄斑变性,['药物治疗，玻璃体腔注射抗新生血管药物治疗'],"['五官科', '眼科']",80%
奋森咽峡炎,"['药物治疗', '康复治疗', '支持性治疗']","['五官科', '耳鼻喉科']",90%以上
急性骨髓性白血病,"['药物治疗', '支持治疗']","['内科', '血液科']",8%
小儿脑积水,"['药物治疗', '手术治疗', '支持性治疗']","['儿科', '小儿外科']",50%～70%
匐行性脉络膜炎,"['中医治疗', '药物治疗', '支持性治疗']","['五官科', '眼科']",95%
