disease_name,check_method
小儿心面综合征,"['心电图', '多普勒超声心动图', '头颅平片', '四肢的骨和关节平片']"
自身免疫性肝炎,['肝脏疾病超声诊断']
小儿心内膜弹力纤维增生症,"['多普勒超声心动图', '心电图', '胸部平片', '胸部透视', '胸部CT检查', '脉搏', '血常规', '血管造影', '胸部MRI']"
华支睾吸虫病,"['皮肤试验', 'CT检查', '涂片', '酶联免疫吸附试验', '血液检查', '皮内试验', '引流管']"
创伤窒息综合征,"['腹部透视', '血常规', '尿常规', '胸部透视', '便常规']"
滑脱性肋骨综合征,"['心电图', '血液生化六项检查', '酶学检查', '胸部透视']"
妊娠合并支原体感染,['外阴部妇科常规检查']
小儿锌缺乏症,"['血清锌（Zn）', '血清锌', '血液电解质检查', '心电图', '内分泌功能试验', '尿锌', '血常规', '脑电图检查', '尿锌（Zn）', '胰岛素']"
化脓性腱鞘炎,"['白细胞计数（WBC）', '骨与关节MRI检查', '四肢CT检查']"
自身敏感性皮炎,['皮肤病的物理检查']
小儿新变异型克罗伊茨费尔特-雅各布病,"['脑电图检查', '颅脑CT检查', 'SPECT显像']"
化脓性颅骨骨髓炎,"['CT检查', '白细胞计数（WBC）', '直接涂片检查', '核磁共振成像(MRI)', '颅骨透照试验']"
尺管综合征,"['深感觉检查', '钼靶X线检查', '肌电图', '核磁共振成像(MRI)', '浅感觉检查']"
小儿星形细胞瘤,"['脑电图检查', '颅脑CT检查', '头颅平片', '血管造影', '颅脑MRI检查']"
化脓性门静脉炎,"['血管造影', '血常规', '胸部平片', '腹部平片', '乳突']"
心动过缓,['心电图']
对苯二胺皮炎,"['血常规', '尿常规', '皮肤涂片显微镜检查']"
小儿雄激素不敏感综合征,"['静脉肾盂造影（IVP）', '妇科超声检查', '阴囊超声检查', '电测听', '促黄体生成素LH', '眼底检查']"
化脓性脑膜炎,"['脑脊液细菌培养', '脑脊液常规检验（CSF）', '脑脊液透明度', '脑脊液葡萄糖(CSF-Glu)', '脑脊液溶菌酶', '布鲁津斯基征', '尿常规', '脑脊液C-反应蛋白']"
妊娠期合并急性胆囊炎,['肝脏疾病超声诊断']
点状内层脉络膜病变,"['视网膜检影法', '眼底荧光血管造影', '眼底检查']"
纵膈肿瘤,"['胸部CT检查', '胸部平片']"
化脓性盆腔血栓静脉炎,"['药敏试验', '血液检查', '血常规', '胸部透视']"
单侧肾缺如,"['膀胱镜', '胎儿畸形筛查', '血管造影', '静脉尿路造影', '肾脏CT检查', '腹部平片', '肾脏超声检查', '肾血流图']"
小儿休克,"['尿常规', '胃液酸碱度(pH)', '血乳酸', '多普勒超声心动图', '中心静脉压测定（CVP）', '心电图', '血常规', '血液检查', '酶联免疫吸附试验']"
先天性泌尿系畸形,"['泌尿感染类尿常规', '泌尿系统CT检查']"
化脓性眼内炎,"['眼科检查', '视力', '白细胞分类计数', '光觉检查', '视网膜检影法', '脑电图检查']"
小儿选择性免疫球蛋白A缺乏症,"['血清免疫球蛋白A（IgA）', '血清免疫球蛋白G（IgG）', '血清免疫球蛋白M（IgM）', '尿常规', '痰液中分泌型IgA', '胸部平片', '脑电图检查', '胸部CT检查', '血常规', '便常规']"
化脓性指头炎,"['白细胞分类计数', '免疫病理检查', '细胞组织化学染色', '涂片']"
真菌性皮肤病,"['皮肤涂片显微镜检查', '皮肤病的物理检查', '皮肤真菌镜检']"
小儿选择性免疫球蛋白G亚类缺陷病,"['胸部平片', '血清免疫球蛋白A（IgA）', '血清免疫球蛋白M（IgM）', '尿常规', '血常规', '便常规']"
化妆品皮炎,"['皮损', '涂片', '细胞组织化学染色', '免疫病理检查']"
小儿学校恐怖症,"['尿常规', '胸部平片', '颅脑超声检查', '脑电图检查', '颅脑CT检查', '血常规']"
室性心律失常,"['心电图', '动态心电图（Holter监测）']"
踝关节骨折,"['骨关节及软组织CT检查', '骨与关节MRI检查', '四肢的骨和关节平片']"
小儿血管-骨肥大综合征,"['尿常规', '胸部平片', '心电图', '血常规', '便常规', '腹部平片', '脊椎平片', '四肢的骨和关节平片', '头颅平片', 'CT检查']"
心内膜垫缺损,"['二维超声心动图', '心电图', '多普勒超声心动图']"
踝关节结核,"['CT检查', '四肢的骨和关节平片', '核磁共振成像(MRI)', '踝肱指数']"
小儿血管角质瘤综合征,"['骨髓各系细胞形态学检查', '胸部平片', '尿沉渣', '尿常规', '脑电图检查', '心电图', 'CT检查', '皮疹', '四肢的骨和关节平片']"
骶尾部畸胎瘤,"['肿瘤标志物检测', '直肠指检', '十二指肠钡餐造影', '钼靶X线检查', '盖斯兰试验', '白细胞分类计数']"
心脏损伤,"['二维超声心动图', '心电图']"
踝关节脱位,"['钼靶X线检查', 'CT检查', '骨与关节MRI检查']"
小儿血管瘤,"['血常规', '颅脑CT检查', '胸部平片', '头颅平片', '血管造影', '腹部平片', '便常规', '尿常规']"
脊柱脊髓伤,"['颈椎CT检查', '脊柱MRI检查']"
下肢神经损伤,"['神经系统检查', '四肢的骨和关节平片', '两下肢长度']"
坏死性结节病样肉芽肿病,"['肺部检查', '胸部透视', '细胞组织化学染色', '免疫病理检查', '涂片']"
小儿血管瘤血小板减少综合征,"['纤维蛋白降解产物', '血浆鱼精蛋白副凝试验（3p试验）', '骨髓象分析', '出血时间', '束臂试验', '血常规', '涂片']"
泄殖腔外翻,"['静脉尿路造影', '肝脏超声检查', '脾脏超声检查', '胰腺疾病超声诊断']"
坏死性筋膜炎,"['涂片', '透明质酸酶', '透明质酸']"
先天性毛细血管扩张性大理石样皮肤,"['免疫病理检查', '细胞组织化学染色', '皮损']"
营养性贫血,"['血清铁蛋白', '骨髓红细胞系统', '血清铁', '血红蛋白浓度（HGB）', '血清铁（Fe）', '血浆维生素B12', '血常规', '红细胞大小异常', '大生化检查', '红细胞破坏部位测定']"
小儿血管免疫母细胞淋巴结病,"['血清免疫球蛋白G（IgG）', '血清免疫球蛋白M（IgM）', '血清总补体活性（CH50）', '脾脏超声检查', '骨髓象分析', '浆细胞', '抗人球蛋白试验', '血常规', '血液生化六项检查', '肝脏超声检查']"
先天性高位肩胛,"['肩胛骨检查', '骨关节及软组织CT检查', '四肢的骨和关节平片']"
环状红斑,"['皮损', '免疫病理检查', '真菌检查', '真菌组织病理学', '涂片', '细胞组织化学染色']"
主动脉口狭窄,"['心电图', '多普勒超声心动图', '二维超声心动图', '婴幼儿股动脉搏动检查']"
小儿血管网状细胞瘤,"['尿常规', '核磁共振成像(MRI)', '血常规', '血液生化六项检查', '肝脏超声检查', '血管造影', 'CT检查']"
环状外阴炎,"['直接涂片检查', '阴道分泌物涂片检查', '皮内试验']"
小儿血管性血友病,"['血管性血友病因子抗原（vWF:,Ag）', '骨髓象分析', '部分凝血活酶时间', '出血时间', '凝血时间', '血常规', '血小板黏附功能试验', '免疫电泳', '瑞斯托霉素辅因子活性检测', '涂片']"
寰椎骨折,"['颈椎CT检查', '颈部MRI检查', '脊椎平片']"
先天自愈性朗格汉斯组织细胞增生症,['细胞免疫检查']
小儿血清病,"['血清补体C3', '血清免疫球蛋白A（IgA）', '血清总补体活性（CH50）', '尿常规', '心电图', '血常规']"
生殖细胞瘤,"['颅脑CT检查', '颅脑MRI检查']"
黄斑囊样水肿,"['眼底荧光血管造影', '视力', '光学相干断层扫描（OCT）', '视网膜检影法']"
先天性结肠狭窄和闭锁,"['腹部平片', '乙状结肠镜检查', '造影检查', '纤维结肠镜检查', '腹部听诊', '便常规']"
小儿血栓性血小板减少性紫癜,['有核红细胞']
妊娠纹,['皮肤病的物理检查']
黄色瘤,"['免疫病理检查', '皮损', '细胞组织化学染色', '涂片']"
鼻窦鳞状细胞癌的眼部病变,"['鼻咽部活组织检查', '耳鼻咽喉CT检查', '肿瘤标志物检测', '真菌组织病理学', '鼻咽部MRI检查']"
小儿血小板释放功能缺陷性疾患,"['染色体', '血小板聚集试验（PAgT）', '脾脏超声检查', '出血时间', '血常规', '血小板第3因子功能检测', '血小板粘附功能测定', '肝脏超声检查']"
主-肺动脉间隔缺损,"['多普勒超声心动图', '心电图', '二维超声心动图']"
黄色肉芽肿性肾盂肾炎,"['血管造影', '造影检查', 'CT检查', '涂片', '浆细胞', '血液检查']"
创伤性气管及主支气管损伤,"['胸部CT检查', '纤维支气管镜检查', '胸部透视', '肺和胸膜听诊']"
小儿血小板无力症,"['血小板聚集试验（PAgT）', '出血时间', '血小板第3因子功能检测', '血小板第3因子有效性测定', '血小板寿命', '血小板粘附功能测定', '血涂片']"
羌虫病,"['血常规', '寄生虫血液检查']"
黄体囊肿,"['肿瘤标志物检测', '部分凝血活酶时间', '免疫病理检查', '细胞组织化学染色']"
小儿血友病,"['简易凝血酶生成试验', '部分凝血活酶时间', '出血时间', '凝血酶原消耗试验', '凝血时间', '简易凝血酶生成试验', 'CT检查']"
创伤性膈疝,"['CT造影扫描', '胸部平片', '胸部CT检查', '血常规', '胃肠道CT检查', '便常规']"
日光角化病,"['皮肤病的物理检查', '皮肤涂片显微镜检查']"
灰泥角化病,"['免疫病理检查', '皮损', '细胞组织化学染色', '涂片']"
小儿牙本质生长不全综合征,"['牙髓温度试验（冷热诊）', '牙髓电活力测定']"
冻伤,"['免疫病理检查', '细胞组织化学染色', '涂片', '皮损']"
重复肾盂输尿管畸形,['泌尿系统CT检查']
回旋状脉络膜视网膜萎缩,"['眼底荧光血管造影', '视力', '眼底检查']"
小儿雅克什综合征,"['骨髓象分析', '血清总铁结合力', '骨髓增生程度', '血常规', '胸部平片', '有核红细胞', '维生素D', '四肢的骨和关节平片']"
败血症,"['异型中性粒细胞', '中间细胞(MID)', '组织因子途径抑制物', '异形嗜中性粒细胞', '血清免疫球蛋白测定', '药敏试验', '凝固酶试验', '七叶苷水解试验', '碳源利用试验', '宿主中介试验']"
颞下颌间挛缩,"['肌电图', '四肢的骨和关节平片']"
小儿雅司病,"['梅毒螺旋体抗原血清试验', '基因诊断技术检测梅毒螺旋体', '皮损', '心电图', '胸部平片', '血清学反应', '梅毒定性试验', '四肢的骨和关节平片']"
痴呆,"['脑电图检查', '脑蛋白质代谢显像', '133Xe脑血流测定及显像']"
失语症,['语言检查法']
小儿亚急性骨髓炎,"['脊柱椎体平扫', '脊椎平片', '血常规', '血液检查', '骨髓细菌培养', '四肢的骨和关节平片']"
单发性毛鞘瘤,"['毛发', '毛发矿物质检查', '真菌组织病理学']"
小儿亚急性甲状腺炎,"['心电图', '补体C3测定', '血清补体C4', '甲状腺B型超声检查']"
蛔虫性急性胰腺炎,"['腹部CT', '内镜检查', '腹部平片', '心电图', '血清脂肪酶', '血清脂肪酶（LPS）']"
高免疫球蛋白E综合征,"['颅底片', '脑电图检查', '颅脑超声检查', '周围血白细胞计数及分类检验']"
小儿亚硝酸盐中毒,"['心电图', '便常规', '胸部平片', '尿常规', '血液生化六项检查', '高铁血红蛋白还原试验', '大生化检查']"
会阴下降综合征,"['排粪造影检查', '内镜检查', '肌电图', '收缩压']"
汞皮炎,['血常规']
持续性枕后位难产,"['系统胎儿超声检查', 'Ⅰ级产前超声检查', 'A型超声检查', '钼靶X线检查']"
小儿烟酸缺乏病,"['血常规', '烟酸', '尿N＇-甲基烟酰胺', '胃肠道显像', '胃肠道CT检查', '皮疹', '无管胃酸分析']"
混合型卟啉病,"['尿液分析', '便常规', '周围血白细胞计数及分类检验', '粪卟啉']"
小儿烟雾病,"['脑电图检查', '磁共振血管造影', '皱缩红细胞', '血常规', '神经系统核医学检查', '脉搏', '血管造影', '尿常规']"
混合型慢性高原病,"['肺功能检查', '心电图', '小气道功能', '呼气流速', '胸部平片', '骨髓粒细胞系统']"
小儿淹溺,"['血常规', '尿常规', '血氧饱和度', '纤维蛋白降解产物', '肾功能检查', '血浆渗透压（POP）', '血液电解质检查', '脉搏', '部分凝血活酶时间']"
小儿严重急性呼吸综合征,"['血常规', '血液电解质检查', '屏息试验', '屏息试验', '心电图', '肾功能检查', '类风湿因子', '尿常规', '便常规', '胸部平片']"
混合型肾小管性酸中毒,['氯化铵负荷试验']
支原体尿路感染,"['体温测量', '肺炎支原体补体结合试验', '补体结合试验', '白细胞分类计数']"
蛛网膜囊肿,"['神经系统核医学检查', '颅脑MRI检查', '颅脑CT检查', '神经系统检查']"
小儿言语和语言障碍,"['血常规', '脑电图检查', '颅脑CT检查', '便常规', '尿常规']"
乳房肉瘤,"['乳腺检查', '乳腺肿瘤标记（CA 15-3）', '乳腺超声检查', '乳腺远红外检查']"
混合性结缔组织病,"['心电图', '肌电图', '血凝试验', '狼疮细胞试验', '可提取性核抗原（ENA）', '脑脊液蛋白电泳', '浆细胞', '胸部平片', '类风湿因子', '抗RNP抗体']"
小儿炎症性肠病,"['便常规', '血清免疫球蛋白测定', '血液电解质检查', 'C-反应蛋白检验（CRP）', '血常规', '涂片', '内镜检查', '尿常规', '凝血酶原时间（PT）', '蛋白电泳']"
伴有脂肪瘤样痣的褶皱皮肤,"['尿常规', '血常规']"
火器性颅脑损伤,"['脑血管造影', '颅脑CT检查']"
食管狭窄,"['食管造影', '食管钡餐透视']"
玻璃纤维引起的皮肤病,"['皮肤试验', '癣菌素试验', '皮肤病的物理检查']"
小儿眼-耳-脊椎综合征,"['血常规', '脑电图检查', '心电图', '多普勒超声心动图', '尿常规', '脊椎平片', '核磁共振成像(MRI)', '便常规', '四肢的骨和关节平片']"
获得性高脂蛋白血症,"['血脂检查', '血清载脂蛋白a测定', '血常规']"
玻璃体积血,"['视力', '血常规']"
食管良性肿瘤,"['食管造影', '食管钡餐透视', '胸部平片']"
小儿眼-脑-肾综合征,"['血液检查', '血常规', '心电图', '尿常规', '便常规', '维生素D', '颅脑CT检查', '脑电图检查', '头颅平片', '颅脑MRI检查']"
获得性免疫缺陷综合征,"['CT检查', '干扰素', '血常规', '酶联免疫吸附试验', '台阶试验', '浆细胞', '抗淋巴细胞抗体', '自然杀伤细胞活性', '抗乙酰胆碱受体抗体（AchR-Ab）', '轮状病毒抗体（RV Ab）']"
爆裂性眼眶骨折,"['钼靶X线检查', 'CT检查']"
粘多糖代谢障碍,"['尿液粘多糖检测', '血浆组织纤溶酶原活化物活性检测', '四肢的骨和关节平片']"
获得性免疫缺陷综合征的神经系统表现,['心电图']
大疱性表皮松解,"['真菌组织病理学', '涂片']"
骶髂关节炎,"['提腿试验', '床边试验', '四肢的骨和关节平片', '坐位旋转试验', '陆温试验', '戈德伟特试验', '盖斯兰试验']"
获得性免疫缺陷综合征的消化系统损害,"['CT检查', '胃镜', '内镜检查', '呼气试验', '酶联免疫吸附试验', '肠镜', '粪脂肪定量']"
小儿药物变态反应,"['皮内试验', '皮肤点刺试验', '皮肤斑贴实验', '血常规', '速发型变态反应皮肤测试', '胸部平片', '皮肤划痕试验', '支气管造影', '胸部透视', '便常规']"
鼻孢子虫病,"['涂片', '免疫病理检查', '细胞组织化学染色', '浆细胞']"
