disease_name,nutrition_do_eat,nutrition_not_eat,nutrition_recommend_eat
汗孔角化病,"['蜂蜜', '芝麻', '腰果', '莲子']","['鸭血(白鸭)', '绿豆', '田螺', '河蚌']","['绿豆杂面条', '绿豆海带粥', '百合绿豆汤', '绿豆竹叶粥', '绿豆冬瓜汤', '薏米莲子粥', '蜜枣薏米煲', '薏米汤']"
小儿自律性房性心动过速,,,
食管病,"['鹅肉', '白果（干）', '武昌鱼', '鳝鱼']","['鸭蛋', '鸭肉', '田螺', '螃蟹']","['酱牛肉', '清牛肉汤', '清蒸鲫鱼', '鲫鱼羹', '煮糟青鱼', '素炒扁豆', '清凉扁豆', '扁豆小米粥']"
寄生虫性关节炎,,,
黑布拉痒疹,"['芝麻', '莲子', '花生', '白果（鲜）']","['鸭血(白鸭)', '绿豆', '田螺', '蛏子']","['冬瓜粥', '冬瓜汤', '冬瓜草鱼汤', '冬瓜鸡汤', '清汤冬瓜', '蘑菇冬瓜汤', '桂圆莲子羹', '银耳莲子枸杞粥']"
月经病,"['鹅肉', '白果（干）', '青豆', '武昌鱼']","['鸭蛋', '螃蟹', '蛤蜊', '豌豆']","['草鱼豆腐', '冬瓜草鱼汤', '竹筒蒸草鱼', '虾仁青豆炒饭', '番茄青豆汤', '牛肉青豆粥', '芝麻杞子乌鸡汤', '乌鸡汤']"
寄生虫性尿路感染,"['芝麻', '南瓜子仁', '葵花子仁', '花生']","['干腌菜', '鸡肝', '腐竹', '白扁豆']","['紫菜芙蓉汤', '紫菜鸡蛋莲草汤', '鲜百合冬菇西兰花汤', '蘑菇木耳西兰花腐竹汤', '扁豆瘦肉汤', '红扁豆粥', '丝瓜汤', '炒丝瓜']"
红细胞生成性卟啉病,"['莲子', '花生', '青豆', '黑豆']","['啤酒', '白酒', '鸭血(白鸭)', '绿豆']","['西式牛奶粥', '牛奶杏仁粥', '牛奶玉米汤', '牛奶花生粥', '荞麦面条', '荞麦粥', '小麦粥', '小麦生地百合羹']"
小儿自身免疫性淋巴细胞增生综合征,,,
肛肠病,"['鸡心', '鹅肉', '白果（干）', '青豆']","['鸭蛋', '鸭肉', '螃蟹', '蛤蜊']","['紫菜粥', '白菜粥', '白菜清汤', '素炒小白菜', '松子仁烧香菇', '鱼香青豆', '三鲜青豆汤', '核桃羹']"
加利福尼亚脑炎,,,
虹膜黑色素瘤,"['冰糖', '鸭蛋', '鸡蛋', '莲子']","['咸鸭蛋', '鸭血(白鸭)', '绿豆', '羊油']","['黄芪牛肉粥', '牛肉萝卜白米粥', '西湖牛肉羹', '牛肉青豆粥', '清牛肉汤', '鸡蛋黄花汤', '首乌鸡蛋汤', '百合花鸡蛋羹']"
小儿自身免疫性溶血性贫血,,,
鼻病,"['蜂蜜', '鸡心', '鹅肉', '松子仁']","['白酒', '鸭蛋', '鸭肉', '螃蟹']","['山药乳鸽', '牛奶菠菜粥', '菠菜豆腐汤', '菠菜松', '香菇烧麦', '香菇炒饭', '香菇粥', '香菇鸡丝羹']"
加速性房性逸搏心律,,,
喉气管食管裂,"['冰糖', '鸡蛋', '莲子', '花生']","['啤酒', '白酒', '鸭血(白鸭)', '绿豆']","['豆薯小米粥', '小米鹌鹑汤', '小米枣仁粥', '牛奶蛋花粥', '牛奶蒸蛋', '牛奶大枣汤', '西米猕猴桃粥', '猕猴桃香蕉奶酪汁']"
加速性室性自主心律,,,
血压病,"['鸡心', '鸡肉', '鹅肉', '白果（干）']","['鸭蛋', '鸭肉', '杏仁', '腐竹']","['芹菜炒香菇', '菠菜芹菜粥', '黑木耳芹菜粥', '芹菜豆腐干', '五香芹菜豆', '芹菜炒土豆丝', '茼蒿粥', '茼蒿拌豆干']"
小儿纵隔囊肿及肿瘤,,,
淋巴病,"['荠菜根', '鸡心', '鸡肉', '鹅肉']","['白酒', '鸭蛋', '鸭肉', '杏仁']","['海带炖豆腐', '海带绿豆糖水', '凉拌海带丝', '海带黄豆汤', '白菜清汤', '素炒小白菜', '番茄鸡蛋煎饼', '锅塌鸡蛋']"
小儿纵隔压迫综合征,,,
家族性出血性肾炎,,,
细菌感染,"['荸荠粉', '鸡心', '鹅肉', '白果（干）']","['啤酒', '白酒', '鸭蛋', '鸭肉']","['绿豆杂面条', '绿豆奶粥', '绿豆南瓜汤', '绿豆竹叶粥', '绿豆豆沙包', '豌豆绿豆粥', '红绿豆茶', '绿豆竹叶粥']"
后葡萄膜炎,"['鸡蛋', '莲子', '花生', '青豆']","['啤酒', '白酒', '鸭血(白鸭)', '公鸡']","['猪肝菠菜粥', '黑木耳炒猪肝', '枸杞叶猪肝汤', '红烧鳝鱼段', '五香鳝鱼片', '火腿冬笋鳝鱼汤', '香菇茯苓粥', '香菇糯米饭']"
小儿阻塞性睡眠呼吸暂停,,,
家族性地中海热,,,
小儿柞蚕蛹性脑病综合征,,,
家族性高胆固醇血症,,,
试管婴儿,"['荸荠粉', '鸡蛋', '鹌鹑蛋', '母鸡']","['啤酒', '白酒', '鸭蛋', '鸭肉']","['牛奶菠菜粥', '牛奶蛋花粥', '牛奶麦片粥', '豆浆粥', '豆浆炖羊肉', '鱼肉鸡蛋汤', '排骨汤面', '菠菜肉丝汤面']"
小汗腺汗管纤维腺瘤,,,
家族性红细胞增多症,"['葵花子仁', '白果（干）', '黑豆', '赤小豆']","['干腌菜', '鸡肝', '腐竹', '白扁豆']","['小米素羹', '人参小米粥', '小米龙眼粥', '牛奶菠菜粥', '牛奶冬瓜', '鸡蛋面', '芥菜鸡蛋汤', '油菜干丝']"
厚皮性骨膜病,,,
分娩,"['荸荠粉', '鸡心', '鹅肉', '芝麻']","['鸭蛋', '鸭肉', '白扁豆', '螃蟹']","['猪肉青菜粥', '小白菜猪肉饺', '卤五花肉', '酱五花肉', '牛肉汉堡包', '番茄炒牛肉', '鲤鱼阿胶粥', '赤小豆鲤鱼粥']"
小汗腺汗囊肿,,,
家族性混合型高脂血症,,,
呼吸肌疲劳症,,,
双性恋,"['荸荠粉', '蜂蜜', '鸡心', '鹅肉']","['鸭蛋', '鸡蛋黄', '鸭肉', '花生']","['苹果派', '苹果沙拉', '胡萝卜香蕉汁', '香蕉葡萄干牛奶', '萝卜生菜汤', '草莓果汁', '草莓菠菜汁', '豆浆粥']"
小汗腺血管错构瘤,,,
忽略症,,,
家族性甲状腺非髓样癌,,,
小汗腺痣,,,
滑石粉尘肺,"['鸡蛋黄', '鸡蛋黄', '芝麻', '莲子']","['啤酒', '白酒', '鸭血(白鸭)', '绿豆']","['百合川贝银杏羹', '百合参耳汤', '百合炒菠菜', '白萝卜浓汤', '白萝卜粥', '排骨煮白萝卜', '莲藕山药汤', '百合雪梨莲藕汤']"
家族性抗维生素D佝偻病,,,
小颌畸形综合征,,,
化学液体吸入,"['鸡蛋', '莲子', '花生', '青豆']","['啤酒', '白酒', '鸭血(白鸭)', '绿豆']","['小米素羹', '小米鹌鹑汤', '牛奶玉米汤', '牛奶蒸蛋', '牛奶大枣汤', '牛奶菠菜汤', '番茄黄瓜汁', '番茄草莓汁']"
皮质性遗忘症,"['鸡心', '鹅肉', '白果（干）', '黑豆']","['鸭蛋', '鸭肉', '白扁豆', '螃蟹']","['西米猕猴桃粥', '猕猴桃苡仁粥', '雪耳百合白鸽蛋汤', '百合玉竹粥', '核桃芝麻百合粥', '银耳百合粥', '百合粥', '百合绿豆汤']"
家族性良性天疱疮,,,
小棘毛壅病,,,
踝关节软骨损伤,"['鸡', '莲子', '花生', '青豆']","['啤酒', '白酒', '鸭血(白鸭)', '绿豆']","['猪肉青菜粥', '山药炖猪蹄', '猪蹄当归粥', '花生鸡脚节瓜猪骨汤', '牛奶麦片粥', '牛奶大枣汤', '南瓜牛奶汁', '豆浆南瓜汤']"
淋巴结结核,"['荸荠粉', '鸡心', '鹅肉', '莲子']","['面肥', '白酒', '鸭蛋', '鸭肉']","['芹菜牛肉粥', '番茄芹菜汁', '羊肉汤面', '羊肉温补汤', '鸡蛋木耳粥', '木耳豆腐丁', '什锦炒木耳', '酸奶银耳水果羹']"
家族性黏液血管纤维瘤,,,
坏疽性脓皮症,"['鸡蛋', '鸡肉', '莲子', '花生']","['啤酒', '白酒', '鸭血(白鸭)', '绿豆']","['西式牛奶粥', '花生牛奶炖银耳', '牛奶蒸蛋', '鸡蛋木耳粥', '枸杞叶炒鸡蛋', '百合圆肉煲鸡蛋', '白萝卜炖猪排骨', '猪肉枸杞汤']"
硬斑,"['荸荠粉', '鸡心', '鹅肉', '莲子']","['鸭蛋', '鸭肉', '白扁豆', '螃蟹']","['麸皮粥', '蔬菜杂烩粥', '杂粮粥', '荞麦粥', '小麦粥', '火腿萝卜粥', '花生杏仁粥', '牛奶玉米汤']"
家族性渗出性玻璃体视网膜病变,,,
寰枢椎脱位,,,
家族性异常β脂蛋白血症,,,
足外翻,"['荸荠粉', '鸡心', '鹅肉', '莲子']","['鸭蛋', '鸭肉', '白扁豆', '螃蟹']","['罗汉果金银菜柿饼汤', '双菇番茄黄瓜紫菜汤', '菠菜双蛋羹', '紫菜芙蓉汤', '青菜饭', '什菜面', '鸡肉冬菜饼', '番茄皮蛋菜汤']"
小棘苔藓,,,
家族性载脂蛋白B100缺陷症,,,
寰椎沟环畸形,,,
梦游症,"['荸荠粉', '鸡心', '鹅肉', '莲子']","['鸭蛋', '鸭肉', '螃蟹', '蛤蜊']","['雪菜肉末粥', '香菜莲藕饺', '猪肉青菜粥', '牛奶菠菜粥', '香菇油菜面筋粥', '干冬菜粥', '茴香菜粥', '素炒菠菜']"
荚膜组织胞浆菌病,,,
副耳,"['荸荠粉', '鸡心', '鸡肉', '鹅肉']","['啤酒', '白酒', '鸭蛋', '鸭肉']","['豆腐番茄鱼片牛肉汤', '蛋黄碎牛肉粥', '清牛肉汤', '益母草鸡肉汤', '鸡肉竹笋汤', '赤小豆鲤鱼汤', '冬瓜小豆鲤鱼汤', '冬瓜炖鲤鱼']"
埃莱尔-当洛综合征,"['莲子', '花生', '青豆', '黑豆']","['啤酒', '鸭血(白鸭)', '绿豆', '田螺']","['糖水樱桃', '樱桃肉', '草莓菠菜汁', '草莓果汁']"
小螺菌感染,,,
甲亢性心脏病,,,
会阴疝,"['干腌菜', '莲子', '花生', '白果（鲜）']","['鸭血(白鸭)', '绿豆', '田螺', '螃蟹']","['白菜粥', '清汤白菜卷', '圆肉腐竹红枣白菜汤', '玻璃白菜汤', '白菜藕丸汤', '木耳芦笋蘑菇汤', '木耳红枣粥', '清炖木耳香菇']"
腕枪刺状畸形,"['荸荠粉', '鸡心', '鹅肉', '白果（干）']","['鸭蛋', '鸭肉', '螃蟹', '蛤蜊']","['芝麻蜂蜜粥', '人参蜂蜜粥', '鲢鱼肉丸汤', '冬瓜鲢鱼汤', '鲢鱼丝瓜汤', '鸡蛋木耳粥', '鸡蛋银耳羹', '鸡蛋冰糖炖银耳']"
甲良性肿瘤,"['葵花子仁', '白果（干）', '绿豆', '黑豆']","['干腌菜', '鸡肝', '腐竹', '白扁豆']","['小米素羹', '小米面发糕', '蛋蓉菜花汤', '珍珠菜花汤', '蘑菇木耳西兰花腐竹汤', '鲜百合冬菇西兰花汤', '蘑菇木耳饺', '蘑菇猪瘦肉汤']"
惠普尔病,,,
剥脱性皮炎,"['荸荠粉', '鸡心', '鸡肉', '鹅肉']","['白酒', '鸭蛋', '鸭肉', '螃蟹']","['玉米粉燕麦粥', '燕麦粳米粥', '小米素羹', '小米面蜂糕', '鸡蛋布丁', '什锦鸡蛋面', '西式牛奶粥', '牛奶菠菜粥']"
火激红斑,,,
小脑幕脑膜瘤,,,
甲内型甲真菌病,"['葵花子仁', '白果（干）', '绿豆', '黑豆']","['干腌菜', '鸡肝', '花生', '腐竹']","['小米蛋奶粥', '扁豆小米粥', '蛋蓉菜花汤', '珍珠菜花汤', '腰果西兰花', '蘑菇木耳西兰花腐竹汤', '炒胡萝卜', '胡萝卜香蕉汁']"
单次发作抑郁症,"['荸荠粉', '鸡心', '鸡肉', '鹅肉']","['干腌菜', '白酒', '鸭蛋', '鸭肉']","['蔬菜杂烩粥', '杂粮粥', '荞麦粥', '小麦粥', '生鱼片粥', '花生杏仁粥', '绿豆南瓜汤', '番茄皮蛋汤']"
获得性循环抗凝物质增多症,,,
小脑脑桥角脑膜瘤,,,
甲下外生骨疣,,,
撕脱骨折,"['荸荠粉', '鸡心', '鹅肉', '绿豆']","['白酒', '鸭蛋', '鸭肉', '螃蟹']","['豆腐番茄鱼片牛肉汤', '清牛肉汤', '猪肉青菜粥', '莲子桂圆煨猪肉', '猪肉枸杞汤', '草鱼豆腐', '冬瓜草鱼汤', '赤小豆鲤鱼汤']"
肌肉肌腱单位的急性损伤,"['鸡蛋', '莲子', '花生', '白果（鲜）']","['啤酒', '白酒', '鸭血(白鸭)', '绿豆']","['猪脾粥', '猪脊羹', '猪肝鸡蛋粥', '牛奶香蕉糊', '牛奶麦片蜜枣粥', '鲜蘑菇豆腐汤', '蘑菇冬瓜汤', '玉米蘑菇糊']"
小提琴手颈部皮炎,,,
甲型病毒性肝炎,"['葵花子仁', '白果（干）', '绿豆', '黑豆']","['干腌菜', '鸡肝', '腐竹', '白扁豆']","['黑豆莲藕鸡汤', '红枣黑豆粥', '黑豆酿梨', '豆薯小米粥', '小米素羹', '蛋蓉菜花汤', '珍珠菜花汤', '鲜百合冬菇西兰花汤']"
植物神经功能障碍,"['鸡心', '鹅肉', '白果（干）', '豆浆']","['鸭蛋', '鸭肉', '螃蟹', '河蚌']","['罗汉果金银菜柿饼汤', '白菜猪肉水饺', '紫菜芙蓉汤', '菠菜双蛋羹', '青菜饭', '什菜面', '双菇番茄黄瓜紫菜汤', '卷心菜菠萝汁']"
肌张力障碍综合征,"['鸡蛋', '莲子', '花生', '白果（鲜）']","['啤酒', '白酒', '鸭血(白鸭)', '绿豆']","['百合花鸡蛋羹', '百合双耳鸡蛋羹', '枸杞煮鸡蛋', '牛奶杏仁粥', '牛奶麦片粥', '鲜蘑菇豆腐汤', '木耳豆腐丁', '鱼烧豆腐']"
甲状旁腺功能减退性心肌病,"['葵花子仁', '白果（干）', '绿豆', '黑豆']","['干腌菜', '鸡肝', '腐竹', '白扁豆']","['小米素羹', '豆薯小米粥', '糖醋菜花', '酸麻菜花', '蘑菇木耳西兰花腐竹汤', '鲜百合冬菇西兰花汤', '鲜蘑菇豆腐汤', '蘑菇炒面']"
小腿动脉损伤,,,
孤独症,"['荸荠粉', '鸡心', '鹅肉', '白果（干）']","['面肥', '白酒', '鸭蛋', '鸭肉']","['八珍豆腐盒', '全福豆腐', '猪肝豌豆苗汤', '拌豌豆苗', '豆腐苋菜羹', '冬菇苋菜汤', '油菜丝炒面', '油菜鸽子羹']"
积乳囊肿,,,
甲状旁腺功能减退症,"['葵花子仁', '白果（干）', '绿豆', '黑豆']","['干腌菜', '鸡肝', '腐竹', '白扁豆']","['小米素羹', '小米面甜沫', '珍珠菜花汤', '蛋蓉菜花汤', '蘑菇木耳西兰花腐竹汤', '鲜百合冬菇西兰花汤', '木瓜胡萝卜玉米粥', '胡萝卜香蕉汁']"
痔核,"['荸荠粉', '鸡心', '鹅肉', '白果（干）']","['白酒', '鸭蛋', '鸭肉', '螃蟹']","['蔬菜杂烩粥', '杂粮粥', '荞麦粥', '小麦粥', '萝卜青果粥', '清炒绿豆芽', '清炒嫩黄瓜', '清炒蘑菇']"
小腿红绀病,,,
甲状旁腺功能亢进性心肌病,"['芝麻', '葵花子仁', '白果（干）', '黑豆']","['干腌菜', '鸡肝', '腐竹', '白扁豆']","['白扁豆参米粥', '扁豆瘦肉汤', '小米红糖粥', '豆薯小米粥', '花生菠菜粥', '菠菜羹', '胡萝卜咸粥', '蜜饯胡萝卜粥']"
发育性骨盆异常,"['荸荠粉', '鸡心', '鹅肉', '白果（干）']","['白酒', '鸭蛋', '鸭肉', '螃蟹']","['豆腐番茄鱼片牛肉汤', '清牛肉汤', '牛肉豆腐羹', '莲子桂圆煨猪肉', '益母草炖猪肉', '猪肉玉米粥', '枸杞炖鲫鱼', '鲫鱼陈皮枸杞菜']"
小网膜囊疝,,,
甲状旁腺功能异常伴发的精神障碍,"['芝麻', '葵花子仁', '白果（干）', '绿豆']","['干腌菜', '白酒', '鸡肝', '腐竹']","['萝卜拌菜花', '番茄菜花', '蘑菇木耳西兰花腐竹汤', '鲜百合冬菇西兰花汤', '豆薯小米粥', '小米素羹', '蘑菇胡萝卜拌饭', '苹果胡萝卜泥']"
成人多动症,"['荸荠粉', '鸡心', '鹅肉', '白果（干）']","['白酒', '鸭蛋', '鸭肉', '螃蟹']","['冬菇椰菜豆腐粉丝汤', '菠菜豆腐汤', '雪菜肉末粥', '猪肉青菜粥', '牛奶菠菜粥', '香菇油菜面筋粥', '酥黄菜', '培根白菜粥']"
基底细胞癌,"['莲子', '花生', '青豆', '黑豆']","['干腌菜', '啤酒', '白酒', '鸭血(白鸭)']","['素炒菠菜', '草莓菠菜汁', '菠菜粥', '菠菜瘦肉粥', '北菇菠菜汤', '淡菜板豆腐白菜汤', '白菜肉末粥', '开水白菜']"
心包内恶性畸胎瘤,,,
甲状腺功能减退症,"['鸡蛋', '鸡肉', '黑豆', '白扁豆']","['干腌菜', '鸡肝', '腐竹', '白扁豆']","['萝卜牛肉蒸饺', '清蒸鲈鱼', '炒苋菜', '白萝卜炖猪排骨']"
吉特林综合征,,,
舌炎,"['荸荠粉', '鸡心', '鹅肉', '花生']","['鸭蛋', '鸭肉', '螃蟹', '蛤蜊']","['苋菜豆腐汤', '砂锅豆腐汤', '口袋豆腐汤', '豆腐冬菇瘦肉汤', '豌豆瘦肉粥', '豌豆泥肠汤', '玉米豌豆羹', '豌豆蛋羹']"
心包切开术后综合征,,,
急性横贯性脊髓炎,,,
甲状腺功能亢进性骨矿疾病,,,
足癣,"['荸荠粉', '鸡心', '鹅肉', '白果（干）']","['啤酒', '白酒', '鸭蛋', '鸭肉']","['炒胡萝卜', '胡萝卜苹果汁', '胡萝卜山楂汁', '炒绿豆芽', '虾皮炒绿豆芽', '菜花肉饼', '珍珠菜花汤', '黄米面油糕']"
心包胸腺瘤,,,
急性化脓性脑膜炎,"['莲子', '花生', '青豆', '黑豆']","['啤酒', '白酒', '鸭血(白鸭)', '白果（干）']","['小米素羹', '小米鹌鹑汤', '玉米粉燕麦粥', '玉米牛奶浓汤', '牛奶大枣汤', '牛奶蒸蛋', '番茄葡萄汁', '葡萄干莲子汤']"
甲状腺功能亢进性心肌病,"['芝麻', '葵花子仁', '白果（干）', '绿豆']","['干腌菜', '鸡肝', '腐竹', '白扁豆']","['小米素羹', '小米面甜沫', '番茄拌菜花', '萝卜拌菜花', '蘑菇木耳西兰花腐竹汤', '鲜百合冬菇西兰花汤', '胡萝卜香蕉汁', '胡萝卜粥']"
丧偶后适应性障碍,"['荸荠粉', '鸡心', '鹅肉', '白果（干）']","['白酒', '鸭蛋', '鸭肉', '螃蟹']","['蔬菜杂烩粥', '杂粮粥', '荞麦粥', '小麦粥', '绿豆南瓜汤', '西兰花素鸡马蹄冬菇汤', '冬瓜粒杂锦汤', '清炒蘑菇']"
心动过速性心肌病,"['鸡蛋', '鸡肉', '腰果', '青豆']","['赤小豆', '田螺', '河蚌', '海参']","['丝瓜豆腐瘦肉汤', '鲜蘑豆腐汤', '豆腐皮粥', '薏米豆腐羹', '豌豆瘦肉粥', '豌豆绿豆粥', '鸡丝豌豆汤', '豌豆粥']"
痢疾,"['荸荠粉', '鸡心', '鹅肉', '白果（干）']","['鸭蛋', '鸭肉', '螃蟹', '蛤蜊']","['萝卜豆腐汤', '鲜蘑豆腐汤', '丝瓜豆腐瘦肉汤', '豆腐皮粥', '薏米豆腐羹', '赤小豆鲤鱼汤', '赤小豆鸡汤', '赤小豆粥']"
甲状腺功能亢进症的肾损害,"['芝麻', '葵花子仁', '白果（干）', '黑豆']","['干腌菜', '白酒', '鸡肝', '腐竹']","['玉米皮酥', '香甜玉米饼', '小米鱼肚羹', '豆薯小米粥', '黑米粥', '黑米埋珍珠', '蛋蓉菜花汤', '珍珠菜花汤']"
心-耳综合征,,,
急性化脓性胃炎,"['蜂蜜', '莲子', '花生', '青豆']","['白酒', '鸭血(白鸭)', '白果（干）', '绿豆']","['香蕉蜂蜜奶', '蜂蜜菠萝饮', '甜藕粥', '藕片汤', '白菜包子', '大白菜饺', '黄瓜粳米粥', '芹菜黄瓜素肉汤']"
信息成瘾,"['荸荠粉', '鸡心', '鹅肉', '白果（干）']","['鸭蛋', '鸭肉', '螃蟹', '蛤蜊']","['牛肉青豆粥', '番茄青豆汤', '赤小豆粥', '赤小豆炖鲤鱼', '赤小豆山药粥']"
甲状腺功能异常伴发的精神障碍,"['葵花子仁', '白果（干）', '黑豆', '赤小豆']","['干腌菜', '鸡蛋黄', '鸡肝', '腐竹']","['鲜菇小米粥', '小米粉粥', '番茄草莓汁', '草莓柠檬汁', '草莓果冻', '桂圆草莓炒山药', '丝瓜汤', '炒丝瓜']"
心房颤动,"['鸭蛋', '鸡蛋', '鹅蛋', '鸡肉']","['啤酒', '白酒', '咸鸭蛋', '赤小豆']","['土豆泥牛奶粥', '鲜奶核桃粥', '牛奶窝蛋莲子汤', '花生牛奶炖银耳', '牛奶花椰菜泥', '炖奶汤鲫鱼萝卜丝', '奶香蘑菇牛肉面', '西芹油菜牛奶汁']"
急性酒中毒,"['南瓜子仁', '莲子', '葵花子仁', '花生']","['白酒', '鸭血(白鸭)', '白果（干）', '绿豆']","['雪菜牛肉粥', '芹菜牛肉粥', '冬瓜草鱼汤', '草鱼豆腐', '香菇油菜包', '白萝卜油菜汁', '百合炒西兰花', '素炒西兰花']"
胸廓畸形,"['荸荠粉', '鸡心', '鹅肉', '白果（干）']","['白酒', '鸭蛋', '鸭肉', '螃蟹']","['南瓜粥', '南瓜红枣排骨汤', '何首乌鸡蛋汤', '百合双耳鸡蛋羹', '桂圆鸡蛋汤', '芥菜鸡蛋汤', '西式牛奶粥', '牛奶菠菜粥']"
甲状腺结核,"['芝麻', '葵花子仁', '白果（干）', '绿豆']","['鸡肝', '腐竹', '白扁豆', '田螺']","['山药葡萄粥', '山药桂圆粥', '绿豆南瓜汤', '绿豆奶粥', '扁豆瘦肉汤', '扁豆香薷汤', '花生芝麻糊', '芝麻土豆']"
心房内传导阻滞,"['鸡蛋', '鸡肉', '腰果', '豆腐']","['啤酒', '白酒', '鸡蛋黄', '赤小豆']","['番茄鱼肉末', '冬菇鱼肉羹', '鱼肉鸡蛋汤', '沙丁鱼煲', '三文鱼蒸蛋羹', '白菜蛋花粥', '卷心菜菠萝汁', '五丝白菜卷']"
急性粒细胞缺乏,"['芝麻', '南瓜子仁', '莲子', '葵花子仁']","['乌龟', '鸭血(白鸭)', '绿豆', '田螺']","['红枣糯米粥', '糯米粥', '糯米爆谷汤', '红豆西米羹', '腐竹银杏西米露', '西米栗子羹', '香菇薏米饭', '香菇薏米饭']"
遗传性肥胖,"['鸡心', '鹅肉', '白果（干）', '豆腐干']","['鸭蛋', '鸭肉', '螃蟹', '蛤蜊']","['香干拌芦荟', '五香干豆腐', '竹笋沙拉', '竹笋米粥', '炒胡萝卜', '胡萝卜番茄汤', '红枣黑豆粥', '黑豆腐皮汤']"
贾第虫病,,,
心房内折返性心动过速,"['鸡蛋', '鸡肉', '腰果', '豆腐']","['赤小豆', '田螺', '河蚌', '海参']","['烤秋刀鱼', '萝卜豆腐汤', '丝瓜豆腐瘦肉汤', '鲜蘑豆腐汤', '菠菜豆腐汤', '青豆莲子泥', '番茄青豆汤', '牛肉青豆粥']"
急性淋巴细胞白血病,"['鸡肉', '芝麻', '南瓜子仁', '莲子']","['乌龟', '白酒', '鸭血(白鸭)', '绿豆']","['雪菜牛肉粥', '豆腐番茄鱼片牛肉汤', '鸡肉白薯粥', '洋参鸡肉汤', '生滚草鱼肠粥', '冬瓜草鱼汤', '萝卜生菜汤', '苹果生菜酸奶汁']"
表演型人格障碍,"['鸡心', '鹅肉', '白果（干）', '豆腐干']","['鸭蛋', '鸭肉', '螃蟹', '蛤蜊']","['牛奶菠菜粥', '花生菠菜粥', '菠菜芹菜粥', '培根白菜粥', '白菜粥']"
心房扑动,,,
急性咽炎,"['鸡蛋', '南瓜子仁', '莲子', '花生']","['乌龟', '鸭血(白鸭)', '绿豆', '田螺']","['红豆莲藕粥', '百合雪梨莲藕汤', '莲藕山药汤', '翡翠莲藕片', '雪梨莲藕汁', '银耳绿豆粥', '薄荷绿豆汤', '绿豆南瓜盅']"
病理性REM睡眠,"['荸荠粉', '鸡心', '鹅肉', '白果（干）']","['鸭蛋', '鸭肉', '螃蟹', '蛤蜊']","['凉拌海带木耳芹菜', '甜酸芹菜叶', '五香芹菜', '芝麻芹菜丁', '芹菜丝拌土豆', '鲜百合冬菇西兰花汤', '蘑菇木耳西兰花腐竹汤', '腰果西兰花']"
心肌桥,,,
假斑秃,,,
传导性腹痛,,,
急性硬脑膜下血肿,"['芝麻', '莲子', '花生', '青豆']","['乌龟', '白酒', '鸭血(白鸭)', '绿豆']","['雪菜牛肉粥', '豆腐番茄鱼片牛肉汤', '姜枣鲫鱼粥', '赤豆鲫鱼汤', '淡菜板豆腐白菜汤', '鲜陈白菜汤', '番茄黄瓜汁', '番茄西瓜汁']"
